Job Title,Location,Salary,Min_Salary,Max_Salary,Avg_Salary
Cloud Engineer,Surat,155414,128935,230228,179581.5
Mobile Developer,Bangalore,259357,146207,301462,223834.5
Senior Software Engineer,Visakhapatnam,135943,88338,152932,120635.0
DevOps Engineer,Delhi,169178,130531,243969,187250.0
AI Engineer,Goa,191053,110973,236842,173907.5
DevOps Engineer,Mumbai,294767,176750,364862,270806.0
Data Engineer,Lucknow,147166,88233,175723,131978.0
NLP Engineer,Pune,309851,205722,399024,302373.0
Robotics Engineer,Hyderabad,270793,167028,348006,257517.0
Full Stack Developer,Gurgaon,136063,88019,177942,132980.5
Mobile Developer,Pune,142748,83936,157193,120564.5
Data Scientist,Pune,177593,116129,258024,187076.5
Cloud Engineer,Visakhapatnam,127956,68979,136538,102758.5
Data Engineer,Mumbai,312232,185665,363168,274416.5
UI/UX Designer,Pune,160264,95638,206907,151272.5
Technical Writer,Mumbai,93639,58511,113713,86112.0
NLP Engineer,Pune,139012,122648,226860,174754.0
Software Engineer (Frontend),Coimbatore,102617,70220,126053,98136.5
Software Engineer (Frontend),Visakhapatnam,94035,67604,122530,95067.0
QA Engineer,Chennai,112398,60017,117290,88653.5
AI Engineer,Hyderabad,174523,104978,205409,155193.5
Machine Learning Engineer,Delhi,83825,54413,116237,85325.0
UI/UX Designer,Pune,164608,139680,302723,221201.5
DevOps Engineer,Bangalore,175127,145499,272897,209198.0
AI Engineer,Mysore,116564,109881,223353,166617.0
Full Stack Developer,Chennai,129217,125309,243312,184310.5
Embedded Systems Engineer,Chennai,225366,148839,309329,229084.0
Software Engineer (Backend),Goa,157478,98701,178678,138689.5
Machine Learning Engineer,Bangalore,260321,111269,249356,180312.5
iOS Developer,Bangalore,285847,189769,367714,278741.5
Machine Learning Engineer,Hyderabad,250073,231180,503304,367242.0
Android Developer,Jaipur,117844,72383,136214,104298.5
Senior Software Engineer,Bangalore,250255,207177,395941,301559.0
Mobile Developer,Trivandrum,65669,58341,120972,89656.5
AI Engineer,Delhi,170639,135778,270090,202934.0
UI/UX Designer,Hyderabad,319403,186389,379230,282809.5
Software Engineer (Frontend),Delhi,403552,236483,456310,346396.5
Software Engineer,Goa,96674,55953,108911,82432.0
Database Administrator,Gurgaon,129594,105632,211832,158732.0
Database Administrator,Mumbai,143360,88019,184077,136048.0
Junior Developer,Chennai,113181,78837,135771,107304.0
Junior Developer,Bhubaneswar,134274,82407,136005,109206.0
DevOps Engineer,Mumbai,109826,82755,147976,115365.5
DevOps Engineer,Nagpur,185287,116296,205509,160902.5
Database Administrator,Hyderabad,202211,113667,221311,167489.0
System Administrator,Mysore,64895,45855,94240,70047.5
Full Stack Developer,Chennai,126307,97437,167558,132497.5
Technical Writer,Pune,140592,71714,154965,113339.5
Network Engineer,Bangalore,187619,134704,256625,195664.5
Software Engineer,Hyderabad,183157,144359,267764,206061.5
Data Scientist,Hyderabad,238907,175813,375232,275522.5
Software Engineer,Jaipur,98893,72112,127668,99890.0
Android Developer,Nagpur,173471,101451,187027,144239.0
Software Engineer (Backend),Delhi,131540,90616,161225,125920.5
Software Engineer (Backend),Pune,242588,156980,301292,229136.0
Software Engineer (Frontend),Mumbai,328926,228160,402264,315212.0
Software Engineer (Backend),Pune,129189,95198,185774,140486.0
Research Scientist,Delhi,371097,255774,504148,379961.0
Cybersecurity Analyst,Gurgaon,137151,71211,137286,104248.5
Software Engineer (Backend),Chennai,81598,58508,101716,80112.0
Technical Architect,Noida,459077,339214,666916,503065.0
AI Engineer,Hyderabad,209888,163389,360705,262047.0
Senior Software Engineer,Gurgaon,346966,281065,479677,380371.0
DevOps Engineer,Delhi,141554,115272,208809,162040.5
Machine Learning Engineer,Delhi,250041,159828,329642,244735.0
Site Reliability Engineer,Delhi,73465,69790,147926,108858.0
Junior Developer,Chennai,154695,95543,174967,135255.0
Software Engineer (Frontend),Visakhapatnam,174021,118856,224649,171752.5
Software Engineer (Frontend),Pune,199046,123768,237805,180786.5
Machine Learning Engineer,Chennai,367357,219720,424943,322331.5
AR/VR Engineer,Hyderabad,139339,82036,164430,123233.0
DevOps Engineer,Bangalore,138912,76042,143231,109636.5
Software Engineer (Frontend),Kochi,85971,53719,99690,76704.5
DevOps Engineer,Hyderabad,270633,164886,318790,241838.0
Network Engineer,Kolkata,200248,117305,243294,180299.5
Software Engineer (Backend),Bangalore,77420,76631,136949,106790.0
Cloud Engineer,Hyderabad,153025,91035,178358,134696.5
Machine Learning Engineer,Bhubaneswar,149625,103851,209868,156859.5
AI Engineer,Bhubaneswar,125123,103941,222102,163021.5
Database Administrator,Mumbai,137559,126775,244770,185772.5
Machine Learning Engineer,Mumbai,319013,203159,412628,307893.5
UI/UX Designer,Visakhapatnam,119143,93073,190432,141752.5
Blockchain Developer,Gurgaon,222758,202897,398745,300821.0
Full Stack Developer,Chandigarh,94350,75341,134432,104886.5
Embedded Systems Engineer,Hyderabad,268476,129288,278438,203863.0
Robotics Engineer,Delhi,105308,86252,175626,130939.0
Senior Software Engineer,Bangalore,549948,393028,698442,545735.0
DevOps Engineer,Hyderabad,192854,143210,267301,205255.5
AR/VR Engineer,Mysore,183911,133032,262461,197746.5
Cloud Engineer,Delhi,110102,86534,160572,123553.0
Software Engineer,Noida,178802,112789,210301,161545.0
Site Reliability Engineer,Mumbai,353819,218163,439878,329020.5
System Administrator,Delhi,160775,98838,189936,144387.0
Cybersecurity Analyst,Bangalore,139111,94552,197803,146177.5
AI Engineer,Pune,296565,167814,336756,252285.0
Full Stack Developer,Bangalore,231036,211592,391855,301723.5
Software Engineer (Frontend),Bangalore,184773,155173,264660,209916.5
AI Engineer,Kochi,188789,116337,242658,179497.5
Software Engineer,Hyderabad,288938,181997,346746,264371.5
AI Engineer,Bangalore,332515,218498,481453,349975.5
Blockchain Developer,Kolkata,145549,126377,247834,187105.5
DevOps Engineer,Trivandrum,112840,101569,194207,147888.0
Site Reliability Engineer,Trivandrum,411899,258394,522833,390613.5
Software Engineer (Frontend),Mumbai,142704,137618,236341,186979.5
Embedded Systems Engineer,Mumbai,91432,62887,139483,101185.0
Software Engineer,Bangalore,309679,209848,419229,314538.5
Machine Learning Engineer,Jaipur,139798,103067,207859,155463.0
NLP Engineer,Mumbai,309953,221436,406132,313784.0
Machine Learning Engineer,Trivandrum,346158,220889,464077,342483.0
Machine Learning Engineer,Gurgaon,213021,114463,247840,181151.5
Data Engineer,Hyderabad,195079,155544,294940,225242.0
Product Manager,Hyderabad,212760,97398,218456,157927.0
Cloud Engineer,Indore,47424,41268,80990,61129.0
Senior Software Engineer,Chennai,117241,99258,179319,139288.5
Data Scientist,Mysore,232011,129993,273153,201573.0
Cybersecurity Analyst,Pune,275741,140039,277324,208681.5
Cloud Engineer,Hyderabad,175328,104502,205731,155116.5
Information Security Engineer,Hyderabad,128149,101802,208584,155193.0
Software Engineer (Frontend),Bangalore,128069,97866,174936,136401.0
Computer Vision Engineer,Delhi,410813,245322,526654,385988.0
AI Engineer,Bhubaneswar,109162,57769,115812,86790.5
Technical Architect,Bhubaneswar,333495,181472,379153,280312.5
Machine Learning Engineer,Nagpur,180945,116443,236990,176716.5
Full Stack Developer,Chennai,217341,170546,322186,246366.0
Cloud Engineer,Chennai,124938,74475,138425,106450.0
Robotics Engineer,Pune,189634,116908,236633,176770.5
Cybersecurity Analyst,Bhubaneswar,87343,58828,108529,83678.5
AI Engineer,Mumbai,317756,162373,342275,252324.0
Junior Developer,Pune,122099,108539,192494,150516.5
Software Engineer,Delhi,218509,142747,291563,217155.0
Cloud Engineer,Hyderabad,169344,144680,261521,203100.5
Cybersecurity Analyst,Gurgaon,172259,109157,218379,163768.0
Data Scientist,Delhi,96076,82735,167623,125179.0
System Administrator,Nagpur,173721,111495,226101,168798.0
Cybersecurity Analyst,Chennai,118258,61923,121175,91549.0
Network Engineer,Lucknow,68453,54644,109217,81930.5
Blockchain Developer,Gurgaon,306864,207190,428360,317775.0
DevOps Engineer,Bangalore,366398,202662,399138,300900.0
Machine Learning Engineer,Delhi,170317,96048,199923,147985.5
Product Manager,Lucknow,197672,106230,224092,165161.0
Software Engineer (Frontend),Gurgaon,79963,70327,116574,93450.5
AR/VR Engineer,Nagpur,221216,133533,265835,199684.0
Machine Learning Engineer,Mumbai,237890,115054,236491,175772.5
Robotics Engineer,Bangalore,208615,112721,236728,174724.5
Software Engineer,Ahmedabad,174792,114847,227292,171069.5
Technical Architect,Bangalore,257632,178705,383090,280897.5
Software Engineer (Backend),Pune,253772,153314,293829,223571.5
AI Engineer,Gurgaon,524734,278727,564730,421728.5
Technical Architect,Bangalore,263226,229184,432123,330653.5
Cloud Engineer,Hyderabad,210750,111860,221470,166665.0
Software Engineer (Backend),Mumbai,234692,148125,275529,211827.0
Cloud Engineer,Nagpur,221716,130467,257773,194120.0
Software Engineer (Backend),Mumbai,143753,112340,186377,149358.5
Machine Learning Engineer,Surat,106495,89683,189483,139583.0
Site Reliability Engineer,Surat,138543,87355,176409,131882.0
Full Stack Developer,Noida,125694,72929,138810,105869.5
Machine Learning Engineer,Chandigarh,264344,121686,270022,195854.0
Site Reliability Engineer,Chennai,112590,88225,177644,132934.5
Cybersecurity Analyst,Chennai,140958,121654,233716,177685.0
NLP Engineer,Pune,116113,92495,180622,136558.5
Software Engineer (Frontend),Delhi,161267,153026,279760,216393.0
Software Engineer (Backend),Bangalore,342544,227483,423827,325655.0
Site Reliability Engineer,Bangalore,272877,149412,299784,224598.0
NLP Engineer,Hyderabad,352952,264043,503417,383730.0
System Administrator,Pune,109018,60941,128802,94871.5
System Administrator,Mysore,82278,52881,104128,78504.5
Cloud Engineer,Gurgaon,99253,69574,136718,103146.0
Software Engineer (Backend),Pune,230704,132191,260171,196181.0
Technical Architect,Chennai,318903,215938,445668,330803.0
Game Developer,Chennai,181867,168291,328597,248444.0
Lead Data Scientist,Ahmedabad,232130,139180,253310,196245.0
DevOps Engineer,Delhi,300284,191258,363748,277503.0
AI Engineer,Delhi,602408,277790,589469,433629.5
NLP Engineer,Indore,217544,142291,280211,211251.0
Network Engineer,Bangalore,134648,93292,190399,141845.5
Data Scientist,Chennai,142935,116940,254017,185478.5
Cybersecurity Analyst,Chennai,67658,48638,101375,75006.5
DevOps Engineer,Coimbatore,98967,70887,127277,99082.0
QA Engineer,Delhi,105815,86753,168618,127685.5
Senior Software Engineer,Coimbatore,145400,145181,262063,203622.0
Database Administrator,Delhi,122158,83611,176505,130058.0
Software Engineer (Backend),Delhi,110625,72288,129586,100937.0
DevOps Engineer,Mumbai,233908,125594,256402,190998.0
Junior Developer,Ahmedabad,93594,92946,155730,124338.0
Software Engineer (Backend),Chennai,145346,102220,193235,147727.5
Robotics Engineer,Chennai,263054,204609,437688,321148.5
Cybersecurity Analyst,Delhi,119047,71065,140966,106015.5
Cybersecurity Analyst,Pune,189755,167236,317308,242272.0
Data Scientist,Bangalore,145972,104328,224945,164636.5
Software Engineer,Chennai,97415,89528,172693,131110.5
Software Engineer (Frontend),Mumbai,116069,101435,180074,140754.5
Blockchain Developer,Pune,346759,187677,357281,272479.0
Cybersecurity Analyst,Mumbai,268041,250780,468826,359803.0
System Administrator,Pune,156018,102045,211765,156905.0
NLP Engineer,Hyderabad,191531,148757,287349,218053.0
AI Engineer,Bangalore,401631,225070,478631,351850.5
Software Engineer,Indore,248397,141238,264052,202645.0
Machine Learning Engineer,Delhi,278524,169370,369138,269254.0
Full Stack Developer,Mumbai,271866,157564,279650,218607.0
UI/UX Designer,Surat,151782,113978,241357,177667.5
Software Engineer,Mumbai,178365,87107,174637,130872.0
Software Engineer (Backend),Delhi,199429,124206,222908,173557.0
Software Engineer,Mumbai,359179,233975,455484,344729.5
Product Manager,Visakhapatnam,118729,83854,182004,132929.0
Embedded Systems Engineer,Nagpur,88001,79929,178295,129112.0
Software Engineer (Backend),Noida,122749,70918,140677,105797.5
Senior Software Engineer,Ahmedabad,85768,65424,121167,93295.5
Software Engineer (Backend),Pune,220882,142575,235790,189182.5
Software Engineer (Frontend),Hyderabad,125908,112410,186900,149655.0
Software Engineer (Frontend),Pune,295940,147856,278528,213192.0
Machine Learning Engineer,Mumbai,269170,151229,298144,224686.5
Cybersecurity Analyst,Pune,244823,143928,269754,206841.0
Embedded Systems Engineer,Pune,237569,173397,349913,261655.0
Software Engineer (Frontend),Hyderabad,99607,99599,169278,134438.5
Cybersecurity Analyst,Kochi,87089,48573,94006,71289.5
DevOps Engineer,Mumbai,142446,79375,147085,113230.0
Network Engineer,Surat,118562,78384,167736,123060.0
DevOps Engineer,Lucknow,187453,156938,279857,218397.5
Data Scientist,Chandigarh,190665,163009,339632,251320.5
AI Engineer,Bangalore,135337,134945,285130,210037.5
QA Engineer,Chennai,166947,104905,218459,161682.0
Senior Software Engineer,Trivandrum,178291,162183,304825,233504.0
Data Engineer,Chennai,165613,121466,221104,171285.0
Full Stack Developer,Bhubaneswar,159305,115099,224179,169639.0
Data Scientist,Jaipur,77055,47561,101977,74769.0
DevOps Engineer,Kochi,69835,59519,111775,85647.0
Full Stack Developer,Mumbai,148112,138143,263041,200592.0
Software Engineer,Coimbatore,152817,110952,207211,159081.5
Mobile Developer,Chandigarh,95596,82530,152908,117719.0
Cloud Engineer,Bangalore,156533,149088,275060,212074.0
Lead Data Scientist,Chandigarh,299247,241403,485231,363317.0
Cybersecurity Analyst,Hyderabad,99418,75565,140255,107910.0
Android Developer,Delhi,133999,98256,189630,143943.0
Robotics Engineer,Chandigarh,268816,177736,378926,278331.0
Cloud Engineer,Hyderabad,344692,206044,369739,287891.5
Data Engineer,Pune,223366,164671,307294,235982.5
Full Stack Developer,Delhi,277225,160943,285283,223113.0
Full Stack Developer,Delhi,255987,137599,249471,193535.0
Machine Learning Engineer,Mumbai,442621,228582,438485,333533.5
Principal Engineer,Mumbai,434341,266419,486147,376283.0
Lead Data Scientist,Bangalore,285105,148530,299711,224120.5
DevOps Engineer,Gurgaon,245153,157186,280123,218654.5
Cloud Engineer,Indore,152696,88413,168280,128346.5
Data Scientist,Mumbai,124790,83711,177468,130589.5
System Administrator,Jaipur,98045,63740,124834,94287.0
System Administrator,Hyderabad,199012,109471,217335,163403.0
Cybersecurity Analyst,Chandigarh,139434,78320,156269,117294.5
Data Scientist,Mumbai,197745,152126,329294,240710.0
AI Engineer,Indore,354826,188253,394432,291342.5
Cloud Engineer,Mumbai,240199,197471,359303,278387.0
Senior Software Engineer,Mumbai,458453,287671,516356,402013.5
DevOps Engineer,Chennai,241632,146668,284252,215460.0
DevOps Engineer,Pune,143323,118420,209992,164206.0
Software Engineer (Backend),Nagpur,214305,141139,265732,203435.5
AI Engineer,Pune,339851,287413,604964,446188.5
Full Stack Developer,Pune,297090,221192,424530,322861.0
Principal Engineer,Chandigarh,166218,109185,208012,158598.5
Database Administrator,Noida,203237,150484,308005,229244.5
Embedded Systems Engineer,Mumbai,278948,138171,286281,212226.0
Software Engineer (Frontend),Chandigarh,236842,155550,271778,213664.0
Database Administrator,Bangalore,107103,78181,160513,119347.0
UI/UX Designer,Delhi,92423,81235,180346,130790.5
Software Engineer (Backend),Kolkata,88783,66362,118499,92430.5
Software Engineer (Backend),Surat,137325,100729,169394,135061.5
Cloud Engineer,Noida,294691,196466,370521,283493.5
Cloud Engineer,Bangalore,258848,173467,326437,249952.0
DevOps Engineer,Noida,220292,175042,326278,250660.0
Principal Engineer,Delhi,244744,213703,410242,311972.5
Computer Vision Engineer,Delhi,208181,203574,405365,304469.5
Cybersecurity Analyst,Pune,125695,109395,205034,157214.5
Software Engineer,Delhi,120715,97261,193834,145547.5
Cybersecurity Analyst,Hyderabad,110740,84659,181011,132835.0
Software Engineer (Backend),Hyderabad,296228,242056,480873,361464.5
Senior Software Engineer,Pune,173631,104784,193490,149137.0
Information Security Engineer,Chennai,170253,116100,213942,165021.0
Robotics Engineer,Bangalore,163938,115703,233974,174838.5
Lead Data Scientist,Mysore,145713,113003,223674,168338.5
Game Developer,Nagpur,260498,134769,274020,204394.5
DevOps Engineer,Hyderabad,346362,173521,336659,255090.0
Database Administrator,Bangalore,128157,77637,172923,125280.0
Cybersecurity Analyst,Hyderabad,257141,178131,331539,254835.0
Cloud Engineer,Hyderabad,230336,181917,365424,273670.5
UI/UX Designer,Kochi,134991,64824,148563,106693.5
Technical Writer,Ahmedabad,108219,73129,162954,118041.5
Machine Learning Engineer,Ahmedabad,259367,169273,338012,253642.5
Full Stack Developer,Delhi,92293,75989,145569,110779.0
Machine Learning Engineer,Coimbatore,201597,111790,223296,167543.0
Cloud Engineer,Bangalore,382236,198130,388017,293073.5
AI Engineer,Gurgaon,337724,236164,489110,362637.0
DevOps Engineer,Chennai,152954,92324,172918,132621.0
Junior Developer,Pune,72161,48666,84364,66515.0
AI Engineer,Chennai,113210,98235,200594,149414.5
Software Engineer,Hyderabad,102286,86831,164155,125493.0
AI Engineer,Pune,182855,126799,275061,200930.0
Senior Software Engineer,Hyderabad,137204,98208,178017,138112.5
Software Engineer,Chennai,214810,135055,251305,193180.0
Information Security Engineer,Chennai,97142,59978,120939,90458.5
Machine Learning Engineer,Hyderabad,247826,143427,296245,219836.0
Full Stack Developer,Bhubaneswar,135161,82552,153996,118274.0
Software Engineer (Backend),Pune,184444,146877,266773,206825.0
Full Stack Developer,Bangalore,204489,147700,287452,217576.0
Full Stack Developer,Chennai,122565,87872,162987,125429.5
AI Engineer,Mumbai,362471,182634,394964,288799.0
Software Engineer (Frontend),Bangalore,87113,81987,137996,109991.5
Data Scientist,Noida,170837,134367,264028,199197.5
Mobile Developer,Delhi,317582,175159,339290,257224.5
Cybersecurity Analyst,Noida,227530,139312,276233,207772.5
Cloud Engineer,Chennai,143365,90802,177777,134289.5
Software Engineer,Hyderabad,267196,162528,308681,235604.5
Full Stack Developer,Mumbai,250757,209714,380101,294907.5
Cybersecurity Analyst,Mumbai,183300,108361,214915,161638.0
Data Engineer,Noida,213014,152211,297421,224816.0
Machine Learning Engineer,Nagpur,177498,121463,269325,195394.0
Embedded Systems Engineer,Chennai,208801,125326,243545,184435.5
Data Scientist,Lucknow,157389,119677,255905,187791.0
Software Engineer (Backend),Mumbai,147030,139679,242881,191280.0
Full Stack Developer,Pune,164941,90824,157999,124411.5
Junior Developer,Noida,214411,119391,207538,163464.5
AR/VR Engineer,Chennai,231307,120933,251840,186386.5
NLP Engineer,Mumbai,299636,171391,336349,253870.0
Full Stack Developer,Mumbai,159483,119725,223527,171626.0
Game Developer,Bangalore,112939,99300,195950,147625.0
Lead Data Scientist,Delhi,342612,261388,512770,387079.0
Software Engineer,Mumbai,285438,186565,345336,265950.5
Software Engineer (Frontend),Pune,101683,92529,175794,134161.5
Data Scientist,Hyderabad,414610,179121,388452,283786.5
Mobile Developer,Mumbai,166898,151197,290419,220808.0
Machine Learning Engineer,Nagpur,96522,78928,169132,124030.0
UI/UX Designer,Hyderabad,185654,171708,386440,279074.0
Software Engineer (Frontend),Hyderabad,218782,131208,242366,186787.0
Robotics Engineer,Indore,126723,103055,215096,159075.5
AI Engineer,Delhi,395023,215662,459231,337446.5
Full Stack Developer,Ahmedabad,181518,129589,231502,180545.5
Technical Architect,Delhi,260508,184768,394979,289873.5
Game Developer,Bangalore,538642,252362,527655,390008.5
Blockchain Developer,Chennai,129509,95571,168519,132045.0
DevOps Engineer,Delhi,233481,147768,267695,207731.5
AI Engineer,Bangalore,520611,347788,719000,533394.0
Information Security Engineer,Gurgaon,143157,129611,244128,186869.5
Game Developer,Delhi,163040,99944,214655,157299.5
AI Engineer,Bangalore,304750,229419,475269,352344.0
Research Scientist,Bangalore,187119,156037,287814,221925.5
Cybersecurity Analyst,Trivandrum,98625,77808,150884,114346.0
Software Engineer (Frontend),Mysore,79435,79103,137469,108286.0
Product Manager,Pune,151229,105774,229448,167611.0
Technical Writer,Chennai,234184,163716,370943,267329.5
System Administrator,Chennai,175257,92330,184336,138333.0
AR/VR Engineer,Bangalore,177323,150822,305488,228155.0
Site Reliability Engineer,Hyderabad,398250,238234,467568,352901.0
Machine Learning Engineer,Pune,228029,156307,338809,247558.0
Software Engineer,Mumbai,180101,103959,194829,149394.0
Software Engineer,Pune,141310,99268,191417,145342.5
Software Engineer,Hyderabad,243169,189543,361347,275445.0
Software Engineer (Backend),Mumbai,375405,236334,395398,315866.0
Cloud Engineer,Gurgaon,318327,202992,383678,293335.0
AI Engineer,Ahmedabad,188283,93211,196811,145011.0
Android Developer,Mumbai,156742,136842,243898,190370.0
Machine Learning Engineer,Hyderabad,163215,128983,255706,192344.5
Full Stack Developer,Pune,192495,102110,195389,148749.5
Software Engineer,Chennai,135520,84402,173519,128960.5
Cybersecurity Analyst,Bangalore,234851,131206,254590,192898.0
Computer Vision Engineer,Mumbai,204583,119932,233466,176699.0
Research Scientist,Chennai,232551,203563,370200,286881.5
Software Engineer,Mumbai,192327,169865,315069,242467.0
Full Stack Developer,Pune,64854,62441,115895,89168.0
Software Engineer,Chennai,95331,51462,105344,78403.0
Computer Vision Engineer,Chennai,160389,149143,296034,222588.5
Full Stack Developer,Pune,236472,190505,359170,274837.5
Data Engineer,Hyderabad,94037,73458,146433,109945.5
Software Engineer (Frontend),Goa,105101,77425,138021,107723.0
Database Administrator,Bangalore,277088,118334,253708,186021.0
Cloud Engineer,Bangalore,173084,113222,217809,165515.5
Technical Architect,Pune,340277,271914,603570,437742.0
Software Engineer (Frontend),Pune,99683,95928,179251,137589.5
